Inbred line,Accesion N,N GBS samples,N Plants,Avg. IBS,% missing,Breeding program,Pop structure,Complete_name,Kernel color,S6_82170011,S6_82170814,S6_82170859,S6_82170897,S6_82170900,S6_82170957,S6_82171038,S6_82174349,S6_82174376,S6_82174378,S6_82176123,S6_82185767,S6_82185973,S6_82186654,S6_82186661,S6_82217770,S6_82217918,S6_82218018,S6_82218044,S6_82218219,S6_82243856,S6_82243861,S6_82243874,S6_82243883
ICI740,PI559382,1,1,,0.88,ExPVP,unclassified,PI559382:D0D0BACXX:3:H10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ICI893,PI559383,1,1,,0.89,ExPVP,unclassified,PI559383:D0D0BACXX:3:F7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Il101T,Ames27119,1,1,,0.65,Other,sweet corn,Ames27119:81FENABXX:3:C4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Il731a,Ames27444,2,2,0.995,0.64,Other,sweet corn,Ames27444:81FE7ABXX:4:F6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Il767b,Ames27445,2,2,0.974,0.51,Other,sweet corn,Ames27445:81FE7ABXX:3:D10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Il778d,Ames27446,1,1,,0.58,Other,sweet corn,Ames27446:81N4HABXX:7:G9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Il779a,Ames27447,1,1,,0.55,Other,sweet corn,Ames27447:81FENABXX:1:A7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ill.Hy,Ames26808,6,1,0.998,0.37,Other,stiff stalk,Ames26808:81N4HABXX:2:A6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ill101Q,Ames22033,1,1,,0.48,Other,sweet corn,Ames22033:81FE7ABXX:7:G11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INB101LFY/LFYA632XM16S5,NSL174429,1,1,,0.53,Other,unclassified,NSL174429:81FE7ABXX:6:C10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED100,PI186197,1,1,,0.54,Other,unclassified,PI186197:81N4HABXX:2:B12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED109,PI186196,1,1,,0.6,Other,unclassified,PI186196:81FENABXX:1:D4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED141,PI186199,1,1,,0.61,Other,unclassified,PI186199:81FENABXX:2:F2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED317,PI186228,1,1,,0.57,Other,unclassified,PI186228:81N4HABXX:6:A9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED334,PI186230,1,1,,0.52,Other,unclassified,PI186230:81FE7ABXX:6:H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED358,PI186231,1,1,,0.58,Other,unclassified,PI186231:81FE7ABXX:1:F4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED378,PI186182,1,1,,0.51,Other,unclassified,PI186182:81FE8ABXX:7:G10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED379,PI186183,1,1,,0.62,Other,unclassified,PI186183:81N4HABXX:1:C1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED381,PI186184,1,1,,0.59,Other,unclassified,PI186184:81N4HABXX:3:D7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED39-1084,PI186221,1,1,,0.54,Argentina,unclassified,PI186221:81FE7ABXX:4:H6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED41,PI186195,1,1,,0.59,Other,unclassified,PI186195:81N4HABXX:3:E4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED45,PI186192,1,1,,0.71,Other,unclassified,PI186192:81FENABXX:2:C1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED610,PI186187,1,1,,0.49,Other,unclassified,PI186187:81FENABXX:1:D8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INBRED64,PI186198,1,1,,0.48,Other,unclassified,PI186198:81N4HABXX:2:B10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Inbred6-907,PI236997,1,1,,0.54,Other,unclassified,PI236997:81FENABXX:6:G11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IP39,Ames22032,1,1,,0.55,Other,sweet corn,Ames22032:81FE7ABXX:3:G8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
J8606,PI601725,1,1,,0.62,ExPVP,unclassified,PI601725:81N4HABXX:6:G6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K10,PI369438,1,1,,0.54,Other,unclassified,PI369438:81FENABXX:6:E9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K150,NSL22630,1,1,,0.52,Other,unclassified,NSL22630:81FENABXX:6:H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K155,NSL22634,1,1,,0.6,Other,unclassified,NSL22634:81FE7ABXX:1:E5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K201,NSL22632,2,2,0.997,0.44,Other,unclassified,NSL22632:81FENABXX:4:H11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K41,NSL22635,1,1,,0.6,Other,unclassified,NSL22635:81N4HABXX:1:H10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K47,NSL22628,1,1,,0.52,Other,unclassified,NSL22628:81N4HABXX:1:E10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ki44,Ames27260,2,1,0.998,0.54,Thailand,tropical,Ames27260:81N4HABXX:4:D4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KS2,Ames14408,1,1,,0.43,Other,tropical,Ames14408:81FE8ABXX:1:H10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KUI44,Ames27260,1,1,,0.6,Thailand,tropical,Ames27260:81N4HABXX:4:D4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KUNG-70,PI391662,1,1,,0.69,China,unclassified,PI391662:81FENABXX:1:A8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L,NSL30863,2,2,0.997,0.5,Other,unclassified,NSL30863:81FE7ABXX:1:D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L127,PI601726,1,1,,0.63,ExPVP,non-stiff stalk,PI601726:81FENABXX:6:C2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L135,PI601727,1,1,,0.61,ExPVP,non-stiff stalk,PI601727:81FENABXX:6:H2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L139,PI601728,1,1,,0.67,ExPVP,non-stiff stalk,PI601728:81FENABXX:5:B1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L155,PI550695,1,1,,0.85,ExPVP,unclassified,PI550695:D0D0BACXX:3:A8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L289,NSL65872,1,1,,0.6,Other,non-stiff stalk,NSL65872:81FENABXX:5:D5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH1,PI644101,1,1,,0.44,ExPVP,stiff stalk,PI644101:81FE7ABXX:2:G11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH119,PI600954,1,1,,0.49,ExPVP,stiff stalk,PI600954:81N4HABXX:5:E12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH123HT,PI601079,2,2,0.996,0.44,ExPVP,non-stiff stalk,PI601079:81FE7ABXX:4:H9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH127,PI538007,2,2,0.997,0.61,ExPVP,non-stiff stalk,PI538007:81FE8ABXX:7:B3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH132,PI601004,1,1,,0.7,ExPVP,stiff stalk,PI601004:81N4HABXX:6:B2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH143CMS,PI601003,1,1,,0.57,Other,unclassified,PI601003:81FENABXX:6:H9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH143Maintainer,Ames27450,1,1,,0.53,Other,stiff stalk,Ames27450:81FE8ABXX:4:A5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH146Ht,PI601402,2,2,0.997,0.42,ExPVP,stiff stalk,PI601402:81FE7ABXX:3:G10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH149,PI601493,1,1,,0.38,ExPVP,stiff stalk,PI601493:81FENABXX:5:G11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH156,PI601403,2,2,0.997,0.55,ExPVP,non-stiff stalk,PI601403:81FENABXX:6:F2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH160,PI539920,1,1,,0.58,ExPVP,unclassified,PI539920:81N4HABXX:7:D5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH162,PI539921,1,1,,0.5,ExPVP,unclassified,PI539921:81FE7ABXX:4:D12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH163,PI538008,1,1,,0.88,ExPVP,unclassified,PI538008:D0D0BACXX:3:C7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH181,PI547087,1,1,,0.91,ExPVP,unclassified,PI547087:D0D0BACXX:3:G5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH190,PI539922,1,1,,0.57,ExPVP,stiff stalk,PI539922:81FE7ABXX:4:F7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH191,PI539925,1,1,,0.89,ExPVP,unclassified,PI539925:D0D0BACXX:3:A8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH192,PI539926,2,2,0.997,0.63,ExPVP,stiff stalk,PI539926:81N4HABXX:6:E2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH193,PI539927,2,2,0.998,0.39,ExPVP,stiff stalk,PI539927:81FE7ABXX:4:F11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH194,PI539923,1,1,,0.67,ExPVP,stiff stalk,PI539923:81FENABXX:2:G2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH195,PI537097,2,2,0.998,0.41,ExPVP,stiff stalk,PI537097:81FENABXX:1:H12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH196,PI538009,2,2,0.998,0.51,ExPVP,stiff stalk,PI538009:81FENABXX:1:H9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH202,PI539924,2,2,0.998,0.54,ExPVP,stiff stalk,PI539924:81N4HABXX:7:B2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH205,PI537099,1,1,,0.64,ExPVP,stiff stalk,PI537099:81FE7ABXX:4:G6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH206,PI538010,1,1,,0.89,ExPVP,unclassified,PI538010:D0D0BACXX:3:A7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH208,PI547088,5,5,0.996,0.19,ExPVP,stiff stalk,PI547088:81FE7ABXX:4:G10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH209,PI554612,1,1,,0.85,ExPVP,unclassified,PI554612:D0D0BACXX:3:F8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH215,PI552815,1,1,,0.86,ExPVP,non-stiff stalk,PI552815:D0D0BACXX:3:G8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH220Ht,PI538011,2,2,0.998,0.66,ExPVP,stiff stalk,PI538011:81FE7ABXX:4:E3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH222,PI559375,1,1,,0.79,ExPVP,unclassified,PI559375:D0D0BACXX:3:B11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH38,PI600791,1,1,,0.51,ExPVP,non-stiff stalk,PI600791:81N4HABXX:5:F12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH39,PI600944,2,2,0.998,0.56,ExPVP,non-stiff stalk,PI600944:81N4HABXX:1:C3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH51,PI600955,2,2,0.997,0.54,ExPVP,non-stiff stalk,PI600955:81FE7ABXX:4:E5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH52,PI601360,2,2,0.997,0.57,ExPVP,non-stiff stalk,PI601360:81FE7ABXX:4:G5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH57,PI601317,1,1,,0.56,ExPVP,non-stiff stalk,PI601317:81FENABXX:1:E5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH59,PI601466,2,2,0.995,0.5,ExPVP,non-stiff stalk,PI601466:81FE8ABXX:3:E12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH60,PI601404,1,1,,0.66,ExPVP,unclassified,PI601404:81N4HABXX:1:A8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH65,PI601494,2,2,0.997,0.53,ExPVP,non-stiff stalk,PI601494:81N4HABXX:6:B8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH74,PI600957,2,2,0.992,0.39,ExPVP,stiff stalk,PI600957:81FE8ABXX:5:F11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH82,PI601170,1,1,,0.49,ExPVP,non-stiff stalk,PI601170:81FE8ABXX:6:D8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH85,PI601405,1,1,,0.48,ExPVP,non-stiff stalk,PI601405:81N4HABXX:7:G10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH93,PI601171,1,1,,0.52,ExPVP,unclassified,PI601171:81N4HABXX:7:E8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LP1NRHT,PI600729,1,1,,0.42,ExPVP,stiff stalk,PI600729:81FE7ABXX:4:H11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LP5,PI601378,1,1,,0.6,France,stiff stalk,PI601378:81FE7ABXX:5:G4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M131,PI550925,1,1,,0.51,Other,tropical,PI550925:81N4HABXX:4:A12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M23,Ames22034,1,1,,0.6,Other,sweet corn,Ames22034:81FENABXX:3:H4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M45,Ames22035,1,1,,0.47,Other,sweet corn,Ames22035:81FE8ABXX:4:C12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ma32,Ames22036,1,1,,0.52,Other,sweet corn,Ames22036:81FENABXX:7:B7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MBNA,PI601209,1,1,,0.53,ExPVP,non-stiff stalk,PI601209:81FE7ABXX:4:D9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MBPM,PI601440,1,1,,0.62,ExPVP,non-stiff stalk,PI601440:81FENABXX:1:H4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MDF-13D,PI600956,2,2,0.997,0.49,ExPVP,non-stiff stalk,PI600956:81FE7ABXX:5:E10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Me1,Ames22037,1,1,,0.73,Other,sweet corn,Ames22037:81FE8ABXX:5:F5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Me100,Ames22038,1,1,,0.63,Other,sweet corn,Ames22038:81FE8ABXX:5:F10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Me121Wa,Ames22039,1,1,,0.66,Other,sweet corn,Ames22039:81FE8ABXX:6:A8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Me123,Ames22040,1,1,,0.65,Other,sweet corn,Ames22040:81N4HABXX:6:D11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Me135,Ames22041,1,1,,0.52,Other,sweet corn,Ames22041:81FENABXX:2:E8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Me244Wa,Ames22042,1,1,,0.44,Other,sweet corn,Ames22042:81FENABXX:3:E11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Me244Wb,Ames22043,1,1,,0.53,Other,sweet corn,Ames22043:81FE8ABXX:6:F12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MINN5,Ames26004,1,1,,0.47,Other,popcorn,Ames26004:81N4HABXX:5:G11,0,0.823,1,1,0,1,1,1,1,1,1,0.823,0,0,1,1,1,1,1,1,0.823,0.823,0.823,0.823,0.823
Mo10,PI558517,1,1,,0.54,Missouri,unclassified,PI558517:81FE8ABXX:7:A9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo17+/su,Ames26764,1,1,,0.59,Wisconsin,non-stiff stalk,Ames26764:81FE7ABXX:3:A10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo20W,PI550442,1,1,,0.46,Missouri,non-stiff stalk,PI550442:81FE8ABXX:7:F11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo23W,Ames20116,1,1,,0.6,Missouri,unclassified,Ames20116:81FE8ABXX:3:G7,0,1,0.858,0.858,0.858,0.858,1,1,0.858,0.858,0.858,0.858,1,0.858,0.858,0.858,0,1,0.858,0.858,1,0.858,0.858,0.858,0.858
Mo25W,Ames20118,1,1,,0.48,Missouri,unclassified,Ames20118:81N4HABXX:3:A5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo27W,Ames28927,1,1,,0.58,Missouri,unclassified,Ames28927:81N4HABXX:3:A2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo28W,Ames28928,1,1,,0.52,Missouri,unclassified,Ames28928:81FE7ABXX:7:D11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo29W,Ames28929,1,1,,0.48,Missouri,unclassified,Ames28929:81FE8ABXX:3:C11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo301ae,NSL67786,1,1,,0.53,Missouri,unclassified,NSL67786:81FENABXX:5:A5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo303ae,NSL67788,1,1,,0.59,Missouri,unclassified,NSL67788:81FENABXX:4:H4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo304ae,NSL67789,1,1,,0.55,Missouri,unclassified,NSL67789:81FENABXX:3:B12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo305ae,NSL67790,6,1,0.998,0.31,Missouri,unclassified,NSL67790:81FENABXX:5:H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo307ae,NSL67792,1,1,,0.72,Missouri,non-stiff stalk,NSL67792:81FE7ABXX:3:D5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo308ae,NSL67793,1,1,,0.43,Missouri,unclassified,NSL67793:81FE7ABXX:2:H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo30W,Ames28930,1,1,,0.53,Missouri,unclassified,Ames28930:81FENABXX:5:B7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo311ae,NSL67796,1,1,,0.55,Missouri,unclassified,NSL67796:81FENABXX:5:F2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo312ae,NSL67797,1,1,,0.74,Missouri,unclassified,NSL67797:81FE7ABXX:3:F3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo313ae,NSL67798,1,1,,0.7,Missouri,unclassified,NSL67798:81FE7ABXX:1:C6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo31W,Ames28931,1,1,,0.49,Missouri,unclassified,Ames28931:81FENABXX:3:G11,0,1,1,0.921,0.921,0.921,0.921,1,1,1,1,1,1,0.921,1,1,0,1,0.921,0.921,1,0.921,0.921,0.921,0.921
Mo32W,Ames28932,1,1,,0.55,Missouri,unclassified,Ames28932:81FE7ABXX:1:G7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo33W,Ames28933,1,1,,0.58,Missouri,unclassified,Ames28933:81FE7ABXX:1:G5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo36,Ames28934,1,1,,0.45,Missouri,unclassified,Ames28934:81FENABXX:4:G11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo37,Ames28935,1,1,,0.75,Missouri,unclassified,Ames28935:81FE7ABXX:1:E6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo38,Ames28936,1,1,,0.62,Missouri,unclassified,Ames28936:81FENABXX:4:D11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo39,Ames28937,1,1,,0.52,Missouri,unclassified,Ames28937:81FENABXX:4:F12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo40,Ames20119,1,1,,0.49,Missouri,unclassified,Ames20119:81FENABXX:4:C11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo41,Ames26909,1,1,,0.59,Missouri,unclassified,Ames26909:81FE7ABXX:2:B8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo43,Ames28938,1,1,,0.52,Missouri,non-stiff stalk,Ames28938:81FE7ABXX:1:C10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo48,PI634206,1,1,,0.53,Missouri,unclassified,PI634206:81FENABXX:2:B7,1,0.917,0.917,0.917,0.917,0.917,1,1,1,1,1,1,0.917,0,0.917,0.917,0.917,1,0.917,0.917,0.917,1,1,1,1
Mo49,PI634207,1,1,,0.65,Missouri,unclassified,PI634207:81FE7ABXX:5:F1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo501,Ames28940,1,1,,0.58,Missouri,unclassified,Ames28940:81FENABXX:4:B8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo502W,Ames28941,1,1,,0.56,Missouri,unclassified,Ames28941:81FENABXX:5:E5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mo506W,Ames28942,1,1,,0.49,Missouri,unclassified,Ames28942:81FENABXX:5:B9,0,1,0.921,0.921,0.921,0.921,1,1,1,1,1,1,0.921,0,1,1,1,1,0.921,0.921,1,0.921,0.921,0.921,0.921
Mo508W,Ames28943,1,1,,0.55,Missouri,unclassified,Ames28943:81FENABXX:4:A7,0,0.799,1,0.799,0,1,1,1,1,1,1,0.799,0,0,1,1,0.799,1,1,1,0.799,0.799,0.799,0.799,0.799
Mo510W,Ames28944,1,1,,0.56,Missouri,unclassified,Ames28944:81FE7ABXX:3:F4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
